iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,observationId,Latitude,Longitude,Taxon name,Date observed,Description,Place name,Common name,Recorded by,coordinateUncertaintyInMeters
Pandalus danae,154708,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Pandaloidea,Pandalidae,,,Pandalus,Pandalus danae,PMLS:97,49.087832,-123.684704,Pandalus danae,1985-07-28T11:05:00,small,,coonstripe shrimp,,
Glebocarcinus oregonensis,429951,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Glebocarcinus,Glebocarcinus oregonensis,PMLS:98,49.087832,-123.684704,Cancer oregonensis,1985-07-28T11:05:00,,,pygmy rock crab,,
Cancer productus,47826,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Cancroidea,Cancridae,,,Cancer,Cancer productus,PMLS:99,49.087832,-123.684704,Cancer productus,1985-07-28T11:05:00,,,red rock crab,,
Chorilia longipes,459559,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Brachyura,Majoidea,Epialtidae,Pisinae,,Chorilia,Chorilia longipes,PMLS:100,49.087832,-123.684704,Chorilia longipes,1985-07-28T11:05:00,,,longhorn decorator crab,,
Acantholithodes hispidus,450310,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Hapalogastridae,,,Acantholithodes,Acantholithodes hispidus,PMLS:101,49.087832,-123.684704,Acantholithodes hispidus,1985-07-28T11:05:00,,,hairy-spined crab,,
Phyllolithodes papillosus,424896,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Anomura,Lithodoidea,Lithodidae,,,Phyllolithodes,Phyllolithodes papillosus,PMLS:102,49.087832,-123.684704,Phyllolithodes papillosus,1985-07-28T11:05:00,,,heart crab,,
Balanus glandula,81610,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,Balanus glandula,PMLS:103,49.087832,-123.684704,Balanus glandula/Balanus crenatus,1985-07-28T11:05:00,,,common acorn barnacles,,
Balanus nubilus,49127,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,,Sessilia,Balanomorpha,,Balanoidea,Balanidae,,,Balanus,Balanus nubilus,PMLS:104,49.087832,-123.684704,Balanus nubilus,1985-07-28T11:05:00,,,giant acorn barnacle,,
Pisaster ochraceus,49699,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster ochraceus,PMLS:105,49.087832,-123.684704,Pisaster ochraceus,1985-07-28T11:05:00,,,purple star or ochre star,,
Pisaster brevispinus,49539,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Pisaster,Pisaster brevispinus,PMLS:106,49.087832,-123.684704,Pisaster brevispinus,1985-07-28T11:05:00,,,giant pink star,,
Evasterias troschelii,84265,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Evasterias,Evasterias troschelii,PMLS:107,49.087832,-123.684704,Evasterias troschelii,1985-07-28T11:05:00,,,mottled star,,
Orthasterias koehleri,47669,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,,,Orthasterias,Orthasterias koehleri,PMLS:108,49.087832,-123.684704,Orthasterias koehleri,1985-07-28T11:05:00,,,rainbow star,,
Dermasterias imbricata,63382,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Asteropseidae,,,Dermasterias,Dermasterias imbricata,PMLS:109,49.087832,-123.684704,Dermasterias imbricata,1985-07-28T11:05:00,,,leather star,,
Mediaster aequalis,293174,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Goniasteridae,Mediasterinae,,Mediaster,Mediaster aequalis,PMLS:110,49.087832,-123.684704,Mediaster aequalis,1985-07-28T11:05:00,,,vermilion star,,
Hippasteria phrygiana,464048,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Goniasteridae,Hippasterinae,,Hippasteria,Hippasteria phrygiana,PMLS:111,49.087832,-123.684704,Hippasteria phrygiana,1985-07-28T11:05:00,,,spiny red star,,
Pteraster tesselatus,194701,Animalia,Echinodermata,Asterozoa,,Asteroidea,,,Velatida,,,,Pterasteridae,,,Pteraster,Pteraster tesselatus,PMLS:112,49.087832,-123.684704,Pteraster tesselatus,1985-07-28T11:05:00,,,slime star,,
Pycnopodia helianthoides,47673,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,,Asteriidae,Pycnopodiinae,,Pycnopodia,Pycnopodia helianthoides,PMLS:113,49.087832,-123.684704,Pycnopodia helianthoides,1985-07-28T11:05:00,,,sunflower star,,
Crossaster papposus,192687,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Crossaster,Crossaster papposus,PMLS:114,49.087832,-123.684704,Crossaster papposus,1985-07-28T11:05:00,,,rose star,,
Solaster dawsoni,117692,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster dawsoni,PMLS:115,49.087832,-123.684704,Solaster dawsoni,1985-07-28T11:05:00,,,morning sun star,,
Solaster stimpsoni,208013,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,,Solasteridae,,,Solaster,Solaster stimpsoni,PMLS:116,49.087832,-123.684704,Solaster stimpsoni,1985-07-28T11:05:00,,,striped sun star,,
Ophiura sarsii,202051,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Ophiurida,Ophiurina,,,Ophiuridae,Ophiurinae,,Ophiura,Ophiura sarsii,PMLS:117,49.087832,-123.684704,Ophiura sarsii,1985-07-28T11:05:00,,,notched brittle star,,
Gorgonocephalus eucnemis,465153,Animalia,Echinodermata,Asterozoa,,Ophiuroidea,Myophiuroida,Euryophiurida,Euryalida,,,,Gorgonocephalidae,Gorgonocephalinae,,Gorgonocephalus,Gorgonocephalus eucnemis,PMLS:118,49.087832,-123.684704,Gorgonocephalus eucnemis,1985-07-28T11:05:00,,,basket star,,
Florometra serratissima,195902,Animalia,Echinodermata,Crinozoa,,Crinoidea,Articulata,,Comatulida,,,Antedonoidea,Antedonidae,Heliometrinae,,Florometra,Florometra serratissima,PMLS:119,49.087832,-123.684704,Florometra serratissima,1985-07-28T11:05:00,,,feather star,,
Mesocentrotus franciscanus,992313,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Mesocentrotus,Mesocentrotus franciscanus,PMLS:120,49.087832,-123.684704,Mesocentrotus franciscanus,1985-07-28T11:05:00,,,red sea urchin,,
Strongylocentrotus droebachiensis,120070,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,Echinacea,Camarodonta,,Echinidea,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,Strongylocentrotus droebachiensis,PMLS:121,49.087832,-123.684704,Strongylocentrotus droebachiensis,1985-07-28T11:05:00,,,green sea urchin,,
Apostichopus californicus,202640,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Synallactida,,,,Stichopodidae,,,Apostichopus,Apostichopus californicus,PMLS:122,49.087832,-123.684704,Apostichopus californicus,1985-07-28T11:05:00,,,giant sea cucumber,,
Cucumaria miniata,117695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria miniata,PMLS:123,49.087832,-123.684704,Cucumaria miniata,1985-07-28T11:05:00,,,red sea cucumber,,
Eupentacta quinquesemita,51695,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Sclerodactylidae,,,Eupentacta,Eupentacta quinquesemita,PMLS:124,49.087832,-123.684704,Eupentacta quinquesemita,1985-07-28T11:05:00,,,stiff-footed sea cucumber,,
Cucumaria piperata,424353,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,,Cucumariidae,,,Cucumaria,Cucumaria piperata,PMLS:125,49.087832,-123.684704,Cucumaria piperata,1985-07-28T11:05:00,,,salt and pepper sea cucumber,,
Corella willmeriana,447661,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Corellidae,,,Corella,Corella willmeriana,PMLS:126,49.087832,-123.684704,Corella willmeriana,1985-07-28T11:05:00,,,transparent tunicate,,
Ascidia paratropa,415129,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,Ascidia paratropa,PMLS:127,49.087832,-123.684704,Ascidia paratropa,1985-07-28T11:05:00,,,glassy tunicate,,
Ascidia columbiana,428617,Animalia,Chordata,Tunicata,,Ascidiacea,,,Phlebobranchia,,,,Ascidiidae,,,Ascidia,Ascidia columbiana,PMLS:128,49.087832,-123.684704,Ascidia columbiana / A. callosa,1985-07-28T11:05:00,,,sea blisters,,
Boltenia villosa,194568,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,,Pyuridae,,,Boltenia,Boltenia villosa,PMLS:129,49.087832,-123.684704,Boltenia villosa,1985-07-28T11:05:00,,,hairy tunicate,,
Aplidium solidum,195372,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,,Polyclinidae,,,Aplidium,Aplidium solidum,PMLS:130,49.087832,-123.684704,Aplidium solidum,1985-07-28T11:05:00,,,red ascidian,,
Clupea pallasii,117571,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,,Clupeidae,Clupeinae,,Clupea,Clupea pallasii,PMLS:131,49.087832,-123.684704,Clupea pallasii,1985-07-28T11:05:00,,,Pacific herring,,
Oncorhynchus gorbuscha,107570,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus gorbuscha,PMLS:132,49.087832,-123.684704,Oncorhynchus gorbuscha,1985-07-28T11:05:00,sp.,,pink salmon,,
Gadus chalcogrammus,614161,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gadiformes,,,,Gadidae,,,Gadus,Gadus chalcogrammus,PMLS:133,49.087832,-123.684704,Theragra chalcogramma,1985-07-28T11:05:00,juv. in Cyanea,,walleye pollock,,
Rhinogobiops nicholsii,132521,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Gobiidae,Gobiinae,,Rhinogobiops,Rhinogobiops nicholsii,PMLS:134,49.087832,-123.684704,Rhinogobiops nicholsii,1985-07-28T11:05:00,,,blackeye goby,,
Rhacochilus vacca,111616,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Rhacochilus,Rhacochilus vacca,PMLS:135,49.087832,-123.684704,Damalichthys vacca,1985-07-28T11:05:00,,,pile perch,,
Embiotoca lateralis,117555,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Embiotoca,Embiotoca lateralis,PMLS:136,49.087832,-123.684704,Embiotoca lateralis,1985-07-28T11:05:00,,,striped seaperch,,
Brachyistius frenatus,117553,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Brachyistius,Brachyistius frenatus,PMLS:137,49.087832,-123.684704,Brachyistius frenatus,1985-07-28T11:05:00,juv. adult and many newborn,,kelp perch,,
Cymatogaster aggregata,98855,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,,,,Embiotocidae,,,Cymatogaster,Cymatogaster aggregata,PMLS:138,49.087832,-123.684704,Cymatogaster aggregata,1985-07-28T11:05:00,schools-juv.,,shiner perch,,
Sebastes caurinus,68597,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes caurinus,PMLS:139,49.087832,-123.684704,Sebastes caurinus,1985-07-28T11:05:00,juv and adult,,copper rockfish,,
Sebastes maliger,63386,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes maliger,PMLS:140,49.087832,-123.684704,Sebastes maliger,1985-07-28T11:05:00,,,quillback rockfish,,
Sebastes flavidus,64477,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Sebastidae,Sebastinae,,Sebastes,Sebastes flavidus,PMLS:141,49.087832,-123.684704,Sebastes flavidus,1985-07-28T11:05:00,,,yellowtail rockfish,,
Hexagrammos decagrammus,68596,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Hexagramminae,,Hexagrammos,Hexagrammos decagrammus,PMLS:142,49.087832,-123.684704,Hexagrammos decagrammus,1985-07-28T11:05:00,,,kelp greenling,,
Oxylebius pictus,48452,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Hexagrammidae,Oxylebiinae,,Oxylebius,Oxylebius pictus,PMLS:143,49.087832,-123.684704,Oxylebius pictus,1985-07-28T11:05:00,,,painted greenling,,
Artedius harringtoni,117528,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Artedius,Artedius harringtoni,PMLS:144,49.087832,-123.684704,Artedius harringtoni,1985-07-28T11:05:00,,,scalyhead sculpin,,
Jordania zonope,222465,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Jordania,Jordania zonope,PMLS:145,49.087832,-123.684704,Jordania zonope,1985-07-28T11:05:00,,,longfin sculpin,,
Chitonotus pugetensis,216746,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Chitonotus,Chitonotus pugetensis,PMLS:146,49.087832,-123.684704,Chitonotus pugetensis,1985-07-28T11:05:00,,,roughback sculpin,,
Enophrys bison,117536,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,,Cottidae,,,Enophrys,Enophrys bison,PMLS:147,49.087832,-123.684704,Enophrys bison,1985-07-28T11:05:00,,,buffalo sculpin,,
Fucus distichus,69155,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Fucales,,,,Fucaceae,,,Fucus,Fucus distichus,PMLS:148,49.1287,-123.7029,Fucus gardneri,1986-07-13T10:15:00,,,rockweed,,
Nereocystis luetkeana,120499,Chromista,Ochrophyta,,,Phaeophyceae,Fucophycidae,,Laminariales,,,,Laminariaceae,,,Nereocystis,Nereocystis luetkeana,PMLS:149,49.1287,-123.7029,Nereocystis luetkeana,1986-07-13T10:15:00,,,bull kelp,,
Leucilla nuttingi,117713,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Amphoriscidae,,,Leucilla,Leucilla nuttingi,PMLS:150,49.1287,-123.7029,Leucilla nuttingi,1986-07-13T10:15:00,,,stalked vase sponge,,
Leucosolenia eleanor,424817,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,,Leucosoleniidae,,,Leucosolenia,Leucosolenia eleanor,PMLS:151,49.1287,-123.7029,Leucosolenia eleanor,1986-07-13T10:15:00,,,spaghetti sponge,,
Craniella villosa,459732,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,,Tetillidae,,,Craniella,Craniella villosa,PMLS:152,49.1287,-123.7029,Craniella villosa,1986-07-13T10:15:00,,,tennis ball sponge,,
Cliona californiana,424811,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Clionaida,,,,Clionaidae,,,Cliona,Cliona californiana,PMLS:153,49.1287,-123.7029,Cliona californiana,1986-07-13T10:15:00,,,yellow boring sponge,,
Pachychalina,873877,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Haplosclerida,,,,Niphatidae,,,Pachychalina,,PMLS:154,49.1287,-123.7029,Pachychalina spp.,1986-07-13T10:15:00,,,thick-strap sponges,,
Antho karykina,345142,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Ophlitaspongiinae,,Antho,Antho karykina,PMLS:155,49.1287,-123.7029,Plocamia karykina,1986-07-13T10:15:00,,,bright red sponge,,
Clathria pennata,63672,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,,Microcionidae,Microcioninae,,Clathria,Clathria pennata,PMLS:156,49.1287,-123.7029,Clathria pennata,1986-07-13T10:15:00,,,red velvety sponge 1,,
Metridium senile,49071,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,,Metridioidea,Metridiidae,,,Metridium,Metridium senile,PMLS:157,49.1287,-123.7029,Metridium senile,1986-07-13T10:15:00,,,short plumose anemone,,
Balanophyllia elegans,51799,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Scleractinia,,,,Dendrophylliidae,,,Balanophyllia,Balanophyllia elegans,PMLS:158,49.1287,-123.7029,Balanophyllia elegans,1986-07-13T10:15:00,,,orange cup coral,,
Ptilosarcus gurneyi,448320,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Pennatulacea,Subselliflorae,,,Pennatulidae,,,Ptilosarcus,Ptilosarcus gurneyi,PMLS:159,49.1287,-123.7029,Ptilosarcus gurneyi,1986-07-13T10:15:00,,,orange sea pen,,
Stylantheca papillosa,131205,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Stylasteridae,,,Stylantheca,Stylantheca papillosa,PMLS:160,49.1287,-123.7029,Stylantheca papillosa,1986-07-13T10:15:00,,,encrusting hydrocoral,,
Aglaophenia,51218,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Aglaopheniidae,,,Aglaophenia,,PMLS:161,49.1287,-123.7029,Aglaophenia spp.,1986-07-13T10:15:00,,,ostrich-plume hydroid,,
Selaginopsis,701033,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Sertularioidea,Sertulariidae,,,Selaginopsis,,PMLS:162,49.1287,-123.7029,Selaginopsis sp.,1986-07-13T10:15:00,,,fish-bone hydroid,,
Plumularia setacea,209141,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,Plumularioidea,Plumulariidae,,,Plumularia,Plumularia setacea,PMLS:163,49.1287,-123.7029,Plumularia setacea,1986-07-13T10:15:00,,,glassy plume hydroid,,
Obelia,49536,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,,,Campanulariidae,,,Obelia,,PMLS:164,49.1287,-123.7029,Obelia spp.,1986-07-13T10:15:00,,,wine-glass hydroids,,
Garveia annulata,63662,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Bougainvilliidae,,,Garveia,Garveia annulata,PMLS:165,49.1287,-123.7029,Garveia annulata,1986-07-13T10:15:00,,,orange hydroid,,
Schuchertinia milleri,854771,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,,Hydractiniidae,,,Schuchertinia,Schuchertinia milleri,PMLS:166,49.1287,-123.7029,Clavactinia milleri,1986-07-13T10:15:00,,,hedge-hog hydroid,,
Cyanea capillata,69838,Animalia,Cnidaria,,,Scyphozoa,Discomedusae,,Semaeostomeae,,,,Cyaneidae,,,Cyanea,Cyanea capillata,PMLS:167,49.1287,-123.7029,Cyanea capillata,1986-07-13T10:15:00,large,,lion's mane,,
Tubulanus polymorphus,117581,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,,Tubulanidae,,,Tubulanus,Tubulanus polymorphus,PMLS:168,49.1287,-123.7029,Tubulanus polymorphus,1986-07-13T10:15:00,,,orange ribbon worm,,
Serpula columbiana,131207,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,,Serpulidae,,,Serpula,Serpula columbiana,PMLS:169,49.1287,-123.7029,Serpula columbiana,1986-07-13T10:15:00,,,red-trumpet calcareous tubeworm,,
Dodecaceria fewkesi,192656,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Cirratuliformia,,,Cirratulidae,,,Dodecaceria,Dodecaceria fewkesi,PMLS:170,49.1287,-123.7029,Dodecaceria fewkesi,1986-07-13T10:15:00,,,fringed filament-worm,,
Megalomma,421750,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Adephaga,,Caraboidea,Carabidae,Cicindelinae,Cicindelini,Megalomma,,PMLS:171,49.1287,-123.7029,Megalomma sp.,1986-07-13T10:15:00,,,twin-eyed feather duster,,
Thelepus,117588,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebellomorpha,,,Terebellidae,Thelepodinae,,Thelepus,,PMLS:172,49.1287,-123.7029,Thelepus spp.,1986-07-13T10:15:00,,,curly-head spaghetti-worm,,
Membranipora villosa,360867,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Membraniporina,,Membraniporoidea,Membraniporidae,,,Membranipora,Membranipora villosa,PMLS:173,49.1287,-123.7029,Membranipora serrilamella,1986-07-13T10:15:00,,,kelp-encrusting bryozoan,,
Schizoporella japonica,519486,Animalia,Bryozoa,,,Gymnolaemata,,,Cheilostomatida,Flustrina,,Schizoporelloidea,Schizoporellidae,,,Schizoporella,Schizoporella japonica,PMLS:174,49.1287,-123.7029,Schizoporella japonica,1986-07-13T10:15:00,,,orange encrusting bryozoan,,
Heteropora pacifica,465163,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,Cerioporina,,,Heteroporidae,,,Heteropora,Heteropora pacifica,PMLS:175,49.1287,-123.7029,Heteropora pacifica,1986-07-13T10:15:00,,,northern staghorn bryozoan,,
Diaperoforma californica,345872,Animalia,Bryozoa,,,Stenolaemata,,,Cyclostomatida,,,,,,,Diaperoforma,Diaperoforma californica,PMLS:176,49.1287,-123.7029,Diaperoforma californica,1986-07-13T10:15:00,,,southern staghorn bryozoan,,
Barentsia,211513,Animalia,Entoprocta,,,,,,,,,,Barentsiidae,,,Barentsia,,PMLS:177,49.1287,-123.7029,Barentsia sp.,1986-07-13T10:15:00,,,nodding heads,,
Tonicella lineata,47425,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella lineata,PMLS:178,49.1287,-123.7029,Tonicella lineata,1986-07-13T10:15:00,,,lined chiton,,
Tonicella insignis,498132,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,Tonicella insignis,PMLS:179,49.1287,-123.7029,Tonicella insignis,1986-07-13T10:15:00,,,white-line chiton,,
Placiphorella velata,55354,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Mopalioidea,Mopaliidae,Mopaliinae,,Placiphorella,Placiphorella velata,PMLS:180,49.1287,-123.7029,Placiphorella velata,1986-07-13T10:15:00,,,veiled-chiton,,
Cryptochiton stelleri,49053,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,,Cryptoplacoidea,Acanthochitonidae,Cryptochitoninae,,Cryptochiton,Cryptochiton stelleri,PMLS:181,49.1287,-123.7029,Cryptochiton stelleri,1986-07-13T10:15:00,,,giant Pacific chiton,,
Chlamys,84497,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Chlamydini,Chlamys,,PMLS:182,49.1287,-123.7029,Chlamys sp.,1986-07-13T10:15:00,,,pink scallop,,
Crassadoma gigantea,54526,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Pectinoidea,Pectinidae,Pedinae,Crassadomini,Crassadoma,Crassadoma gigantea,PMLS:183,49.1287,-123.7029,Crassadoma gigantea,1986-07-13T10:15:00,,,giant rock scallop,,
Pododesmus macrochisma,68652,Animalia,Mollusca,,,Bivalvia,Autobranchia,,Pectinida,,,Anomioidea,Anomiidae,,,Pododesmus,Pododesmus macrochisma,PMLS:184,49.1287,-123.7029,Pododesmus macrochisma,1986-07-13T10:15:00,,,green false-jingle,,
Zemysina impolita,1118984,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,,Ungulinoidea,Ungulinidae,,,Zemysina,Zemysina impolita,PMLS:185,49.1287,-123.7029,Diplodonta impolita,1986-07-13T10:15:00,shells only,,rough diplodon,,
Kellia suborbicularis,253475,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Galeommatida,,,Galeommatoidea,Lasaeidae,,,Kellia,Kellia suborbicularis,PMLS:186,49.1287,-123.7029,Kellia suborbicularis,1986-07-13T10:15:00,,,suborbicular kellyclam,,
Penitella penita,117619,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Myida,,,Pholadoidea,Pholadidae,Martesiinae,,Penitella,Penitella penita,PMLS:187,49.1287,-123.7029,Penitella penita,1986-07-13T10:15:00,?,,flat-tip piddock,,
Mytilimeria nuttalli,873896,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,,Pandoroidea,Lyonsiidae,,,Mytilimeria,Mytilimeria nuttalli,PMLS:188,49.1287,-123.7029,Mytilimeria nuttalli,1986-07-13T10:15:00,,,bladderclam,,
