iNaturalist taxon name,iNaturalist taxon ID,Taxon name,ambiguousNameMatch,nameStatus,Author,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Common name,Collected/Reported (y-m-d),Collector/Source,Collection/List,Accession Number,sinceTimestamp,sinceRecordedBy,sinceCollection,reportingStatus,Food Value,Medicinal Value,Spiritual Value,Material Value,Trade Value,Indicator Value,Hulquminum Name,Hulquminum Authority
Imbribryum torenii,622988,Imbribryum torenii,0,accepted,J.R. Spence & Shevock,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Imbribryum,torenii,threadmoss,,,,,2017-03-04,Steve Joya & Andrew Simon,iNat,new 2017,,,,,,,,
Kindbergia oregana,120909,Kindbergia oregana,0,accepted,(Sull.) Ochyra,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,oregana,Oregon beaked moss,2010-01-26,"Terry McIntosh, O. Scholz & K. Millard",UBC,B229525,2009-07-08,Shera Street,iNat,confirmed,,,,,,,,
Kindbergia praelonga,1122172,Kindbergia praelonga,0,accepted,(Hedw.) Ochyra,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Kindbergia,praelonga,common feather moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-04,Andrew Simon,iNat,confirmed,,,,,,,,
Lepidozia reptans,123769,Lepidozia reptans,0,accepted,(L.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Lepidoziaceae,Lepidozioideae,,Lepidozia,reptans,little hands liverwort,1974-04-21,Judith D. Godfrey,UBC,B74778,2020-04-27,Andrew Simon,iNat,confirmed,,,,,,,,
Leucolepis acanthoneura,120870,Leucolepis acanthoneura,0,accepted,(Schwägr.) Lindb.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Leucolepis,acanthoneura,Menzies' tree moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Lewinskya rupestris,589145,Lewinskya rupestris,0,accepted,"(Schleich. ex Schwägr.) F.Lara, Garilleti & Goffinet",Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Lewinskya,rupestris,rock bristle-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Lophocolea bidentata,83960,Lophocolea bidentata,0,accepted,(L.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Lophocoleaceae,,,Lophocolea,bidentata,crestwort,1974-04-21,Judith D. Godfrey,UBC,B95895,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat,confirmed,,,,,,,,
Lophocolea heterophylla,164771,Lophocolea heterophylla,0,accepted,(Schrad.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Lophocoleaceae,,,Lophocolea,heterophylla,variable-leaved crestwort,,,,,2020-05-12,Andrew Simon,iNat,new 2020,,,,,,,,
Lophozia ventricosa,164810,Lophozia ventricosa,0,accepted,(Dicks.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Lophoziaceae,,,Lophozia,ventricosa,tumid notchwort,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B237112,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat,confirmed,,,,,,,,
Mannia gracilis,818550,Mannia gracilis,0,accepted,(F. Weber) D. B. Schill & D.G. Long,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Aytoniaceae,,,Mannia,gracilis,thin starwort,,,,,2021-04-15,Andrew Simon,iNat,new 2021,,,,,,,,
Marchantia polymorpha montivagans,1020190,Marchantia polymorpha ssp. montivagans,0,accepted,L.,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Marchantiaceae,,,Marchantia,polymorpha,umbrella liverwort,,,,,2022-11-26,Aimee Ernest,iNat,new 2022,,,,,,,,
Marsupella emarginata,165172,Marsupella emarginata,0,accepted,(Ehrh.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Marsupella,emarginata,notched rustwort,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B89417,2020-05-04,Andrew Simon,iNat,confirmed,,,,,,,,
Mnium spinulosum,124391,Mnium spinulosum,0,accepted,Bruch & Schimp.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Mnium,spinulosum,red-mouthed leafy-moss,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat,new 2018,,,,,,,,
Mylia anomala,165595,Mylia anomala,0,accepted,(Hook.) Gray,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Myliineae,,,Myliaceae,,,Mylia,anomala,Mylie anomale,2000-06-12,Hans Roemer,ER 128 Inventory,,2021-11-03,Randal Mindell,iNat,confirmed,,,,,,,,
Nardia,156718,Nardia sp.,0,accepted,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Jungermanniineae,,,Gymnomitriaceae,,,Nardia,,,,,,,2021-11-03,Andrew Simon & Randal Mindell,iNat,new 2021,,,,,,,,
Neckera douglasii,69912,Neckera douglasii,0,accepted,Hook.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Neckera,douglasii,Douglas’ Neckera moss,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2015-03-27,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Neckera menziesii,1149640,Neckera menziesii,0,accepted,Drumm.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Neckera,menziesii,Menzies’ Metaneckera,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2016-03-10,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Nogopterium gracile,518546,Nogopterium gracile,0,accepted,(Hedw.) Crosby & W.R. Buck,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Leucodontaceae,,,Nogopterium,gracile,bird's-foot wing-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2017-05-13,Andrew Simon,iNat,confirmed,,,,,,,,
Obtusifolium obtusum,1004040,Obtusifolium obtusum,0,accepted,(Lindb.) S.W. Arnell.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Obtusifolium,obtusum,obtuse notchwort,1974-04-21,Judith D. Godfrey,UBC,B80560,,,iNat,reported,,,,,,,,
Orthotrichum columbicum,524294,Orthotrichum columbicum,0,accepted,Mitt.,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Orthotrichum,columbicum,bristle-moss,,,,,2017-06-20,Andrew Simon,iNat,new 2017,,,,,,,,
Orthotrichum consimile,165946,Orthotrichum consimile,0,accepted,Mitt.,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Orthotrichum,consimile,bristle-moss,,,,,2016-10-04,Andrew Simon,iNat,new 2016,,,,,,,,
Pellia neesiana,56461,Pellia neesiana,0,accepted,(Gottsche) Limpr.,Plantae,Marchantiophyta,,,Jungermanniopsida,Pelliidae,,Pelliales,,,,Pelliaceae,,,Pellia,neesiana,ring pellia,,,,,2017-05-27,Alexander J. Wright,iNat,new 2017,,,,,,,,
Philonotis capillaris,123642,Philonotis capillaris,0,accepted,Lindb.,Plantae,Bryophyta,,,Bryopsida,,,Bartramiales,,,,Bartramiaceae,,,Philonotis,capillaris,apple-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2017-12-31,Andrew Simon,iNat,confirmed,,,,,,,,
Philonotis fontana,133809,Philonotis fontana,0,accepted,(Hedw.) Brid.,Plantae,Bryophyta,,,Bryopsida,,,Bartramiales,,,,Bartramiaceae,,,Philonotis,fontana,fountain apple-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2017-03-30,Andrew Simon,iNat,confirmed,,,,,,,,
Plagiochila porelloides,123945,Plagiochila porelloides,0,accepted,(Torr. ex Nees) Lindbenb.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Lophocoleineae,,,Plagiochilaceae,,,Plagiochila,porelloides,cedar shake liverwort,2010-04-17,Kent Brothers,VMS,,2021-10-23,Andrew Simon,iNat,confirmed,,,,,,,,
Plagiomnium insigne,122705,Plagiomnium insigne,0,accepted,(Mitt.) T.J. Kop.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,insigne,badge moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2014-09-27,Andrew Simon,iNat,confirmed,,,,,,,,
Plagiomnium venustum,126179,Plagiomnium venustum,0,accepted,(Mitt.) T.J. Kop.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Plagiomnium,venustum,magnificent moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-28,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Plagiothecium denticulatum,166993,Plagiothecium denticulatum,0,accepted,"(Hedwig) Bruch, Schimper & W. Gümbel",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,denticulatum,dentate silk-moss,,,,,2021-11-03,Randal Mindell,iNat,new 2021,,,,,,,,
Plagiothecium laetum,123563,Plagiothecium laetum,0,accepted,Schimp.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,laetum,bright silk-moss,,,,,2020-04-30,Andrew Simon,iNat,new 2021,,,,,,,,
Plagiothecium undulatum,123586,Plagiothecium undulatum,0,accepted,(Hedw.) Schimp.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Plagiothecium,undulatum,waved silk-moss,2014-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2015-03-27,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Plenogemma phyllantha,1123493,Plenogemma phyllantha,0,accepted,"(Brid.) Sawicki, Plášek & Ochyra",Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Plenogemma,phyllantha,frizzled pincushion,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B134325,2020-04-30,Andrew Simon,iNat,confirmed,,,,,,,,
Pleuridium acuminatum,127427,Pleuridium acuminatum,0,accepted,Lindb.,Plantae,Bryophyta,,,Bryopsida,,,Dicranales,,,,Ditrichaceae,,,Pleuridium,acuminatum,awl-leaved earthmoss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat,confirmed,,,,,,,,
Pleurozium schreberi,130677,Pleurozium schreberi,0,accepted,(Willd. ex Brid.) Mitt.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Pleurozium,schreberi,red-stemmed feather moss,2000-06-12,Hans Roemer,ER 128 Inventory,,2016-01-24,Andrew Simon,iNat,confirmed,,,,,,,,
Pohlia annotina,167124,Pohlia annotina,0,accepted,(Hedw.) Lindb.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Pohlia,annotina,pale-fruited threadmoss,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B151533,,,iNat,reported,,,,,,,,
Polytrichum commune,68293,Polytrichum commune,0,accepted,Hedw.,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,commune,common haircap moss,1964-05-03,Wilfred B. Schofield,UBC,B106132,2022-05-29,Andrew Simon,iNat,confirmed,,,,,,,,
Polytrichum juniperinum,68286,Polytrichum juniperinum,0,accepted,Hedw.,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,juniperinum,juniper haircap moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2014-02-11,L. Hurteau,iNat,confirmed,,,,,,,,
Polytrichum piliferum,67905,Polytrichum piliferum,0,accepted,Hedw.,Plantae,Bryophyta,,,Polytrichopsida,,,Polytrichales,,,,Polytrichaceae,,,Polytrichum,piliferum,bristly haircap moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-27,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Porella cordaeana,67839,Porella cordaeana,0,accepted,(Huebener) Moore,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Porellaceae,,,Porella,cordaeana,cliff scalewort,1962-06-04,Wilfred B. Schofield & Frank M. Boas,UBC,B119899,2019-01-20,Andrew Simon,iNat,confirmed,,,,,,,,
Porella navicularis,55255,Porella navicularis,0,accepted,(Lehm. & Lindenb.) Pfeiff.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Porellaceae,,,Porella,navicularis,tree ruffle liverwort,2010-04-17,Kent Brothers,VMS,,2015-03-27,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Porella roellii,123909,Porella roellii,0,accepted,Steph.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Porellaceae,,,Porella,roellii,scalewort,,,,,2021-11-03,Randal Mindell,iNat,new 2021,,,,,,,,
Porotrichum bigelovii,67841,Porotrichum bigelovii,0,accepted,(Sull.) Kindb.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Neckeraceae,,,Porotrichum,bigelovii,Bigelow’s porotrichum moss,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2016-05-29,Sarah Tweedale & Andrew Simon,iNat,confirmed,,,,,,,,
Pseudisothecium cristatum,1262637,Pseudisothecium cristatum,0,accepted,"(Hampe) Ignatova, Fedosov & Ignatov",Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,cristatum,isothecium moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-26,Andrew Simon,iNat,confirmed,,,,,,,,
Pseudisothecium stoloniferum,1262643,Pseudisothecium stoloniferum,0,accepted,(Brid.) Grout,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Lembophyllaceae,,,Pseudisothecium,stoloniferum,cat's tail moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-09-27,Andrew Simon,iNat,confirmed,,,,,,,,
Pseudobraunia californica,156472,Pseudobraunia californica,0,accepted,(Lesq.) Broth.,Plantae,Bryophyta,,,Bryopsida,,,Hedwigiales,,,,Hedwigiaceae,,,Pseudobraunia,californica,California Pseudobraunia moss,,,,,2017-05-13,Andrew Simon & Steve Joya,iNat,new 2017,,,,,,,,
Pseudoscleropodium purum,123645,Pseudoscleropodium purum,0,accepted,(Hedw.) M. Fleisch.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Brachytheciaceae,,,Pseudoscleropodium,purum,neat feather-moss,1974-04-21,Wilfred B. Schofield,UBC,B151546,2016-03-10,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Pseudotaxiphyllum elegans,67917,Pseudotaxiphyllum elegans,0,accepted,(Brid.) Z. Iwats.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Plagiotheciaceae,,,Pseudotaxiphyllum,elegans,elegant silk-moss,,,,,2016-05-29,Sarah Tweedale,iNat,new 2016,,,,,,,,
Ptilidium californicum,129002,Ptilidium californicum,0,accepted,(Austin) Underw.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Ptilidiales,,,,Ptilidiaceae,,,Ptilidium,californicum,Pacific fuzzwort,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B65612,2021-11-03,Andrew Simon,iNat,confirmed,,,,,,,,
Ptychomitrium gardneri,167566,Ptychomitrium gardneri,0,accepted,Lesq.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Ptychomitriaceae,,,Ptychomitrium,gardneri,Gardner’s Ptychomitrium moss,1974-04-21,Wilfred B. Schofield,UBC,B149847,,,iNat,reported,,,,,,,,
Ptychostomum capillare,1121982,Ptychostomum capillare,0,accepted,(Hedw.) D. T. Holyoak & N. Pedersen,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,capillare,capillary threadmoss,2014-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2016-12-22,Andrew Simon,iNat,confirmed,,,,,,,,
Ptychostomum pallens,818538,Ptychostomum pallens,0,accepted,(Sw.) J.R. Spence,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,pallens,pale thread moss,,,,,2022-04-10,Andrew Simon,iNat,new 2022,,,,,,,,
Ptychostomum pseudotriquetrum,68300,Ptychostomum pseudotriquetrum,0,accepted,(Hedwig) J. R. Spence & H. P. Ramsay ex Holyoak & N. Pedersen,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,pseudotriquetrum,marsh bryum,2017-05-13,Olivia Lee,UBC,B233234,2016-10-23,Andrew Simon,iNat,confirmed,,,,,,,,
Ptychostomum torquescens,1122377,Ptychostomum torquescens,0,accepted,(Bruch & Schimp.) Ros & Mazimpaka,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Bryaceae,,,Ptychostomum,torquescens,twisted threadmoss,1962-06-03,Wilfred B. Schofield,UBC,B103508,,,iNat,reported,,,,,,,,
Pulvigera papillosa,1237477,Pulvigera papillosa,0,accepted,"(Hampe) F. Lara, Draper & Garilleti.",Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,papillosa,papillose bristle-moss,,,,,2021-11-03,Andrew Simon,iNat,new 2021,,,,,,,,
Pulvigera pringlei,1309257,Pulvigera pringlei,0,accepted,"(Müll.Hal.) F.Lara, Draper & Garilleti",Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,,Orthotrichaceae,,,Pulvigera,pringlei,bristle-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2017-02-16,Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium aciculare,129655,Racomitrium aciculare,0,accepted,Bridel,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,aciculare,yellow fringe-moss,,,,,2018-04-01,"Steve Joya, Olivia Lee & Andrew Simon",iNat,new 2018,,,,,,,,
Racomitrium affine,167675,Racomitrium affine,0,accepted,Lindberg,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,affine,lesser fringe-moss,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-036060,2022-04-10,Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium elongatum,167681,Racomitrium elongatum,0,accepted,Ehrhart ex Frisvoll,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,elongatum,long fringe-moss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium heterostichum,167683,Racomitrium heterostichum,0,accepted,(Hedw.) Brid.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,heterostichum,yellow-green rockmoss,2010-01-26,Terry McIntosh,Bryos and Lichens of Mt Sutil Inventory 2010,,2016-05-14,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium lanuginosum,167684,Racomitrium lanuginosum,0,accepted,(Hedw.) Brid.,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,lanuginosum,woolly fringe-moss,2014-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2015-03-28,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium occidentale,167690,Racomitrium occidentale,0,accepted,Renauld & Cardot,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,occidentale,western rockmoss,1974-04-21,Wilfred B. Schofield,UBC,B45921,,,iNat,reported,,,,,,,,
Racomitrium pacificum,167691,Racomitrium pacificum,0,accepted, Ireland & Spence,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,pacificum,Pacific rockmoss,,,,,2022-05-29,Andrew Simon,iNat,confirmed,,,,,,,,
Racomitrium varium,167696,Racomitrium varium,0,accepted,Jaeger,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Racomitrium,varium,rockmoss,,,,,2016-12-22,Andrew Simon,iNat,new 2016,,,,,,,,
Radula bolanderi,167702,Radula bolanderi,0,accepted,Gottsche ex Steph.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Radulaceae,,,Radula,bolanderi,scalewort,,,,,2021-10-23,Daniel Tucker,iNat,new 2021,,,,,,,,
Radula complanata,67842,Radula complanata,0,accepted,(L.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Porellales,,,,Radulaceae,,,Radula,complanata,flat-leaved scalewort,,,,,2020-07-13,Andrew Simon,iNat,new 2020,,,,,,,,
Rhizomnium glabrescens,85421,Rhizomnium glabrescens,0,accepted,(Kindb.) T.J. Kop.,Plantae,Bryophyta,,,Bryopsida,,,Bryales,,,,Mniaceae,,,Rhizomnium,glabrescens,fan moss,2000-06-12,Hans Roemer,ER 128 Inventory,,2015-03-04,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Rhytidiadelphus loreus,124422,Rhytidiadelphus loreus,0,accepted,(Hedw.) Warnst.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,loreus,lanky moss,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Rhytidiadelphus squarrosus,123754,Rhytidiadelphus squarrosus,0,accepted,(Hedw.) Warnst.,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Hylocomiaceae,,,Rhytidiadelphus,squarrosus,square gooseneck moss,1962-06-04,Frank M. Boas & Wilfred B. Schofield,WTU,B-038847,2016-02-16,Andrew Simon,iNat,confirmed,,,,,,,,
Riccardia chamedryfolia,56462,Riccardia chamedryfolia,0,accepted,(With.) Grolle,Plantae,Marchantiophyta,,,Jungermanniopsida,Metzgeriidae,,Metzgeriales,,,,Aneuraceae,,,Riccardia,chamedryfolia,coral moss,,,,,2021-10-23,Daniel Tucker,iNat,new 2021,,,,,,,,
Riccia beyrichiana,56409,Riccia beyrichiana,0,accepted,Hampe ex Lehm.,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Ricciaceae,,,Riccia,beyrichiana,crystalwort,1981-04-02,Wilfred B. Schofield,UBC,B23945,2021-05-03,Andrew Simon,iNat,confirmed,,,,,,,,
Riccia fluitans,56415,Riccia fluitans,0,accepted,L.,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Ricciaceae,,,Riccia,fluitans,floating crystalwort,2000-06-12,Hans Roemer,ER 128 Inventory,,2017-04-07,Judith Holm,iNat,confirmed,,,,,,,,
Riccia sorocarpa,56420,Riccia sorocarpa,0,accepted,Bisch.,Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Ricciaceae,,,Riccia,sorocarpa,common crystalwort,1981-04-02,Wilfred B. Schofield,UBC,B23943,2021-10-23,Daniel Tucker,iNat,confirmed,,,,,,,,
Ricciocarpos natans,56422,Ricciocarpos natans,0,accepted,L. (Corda),Plantae,Marchantiophyta,,,Marchantiopsida,Marchantiidae,,Marchantiales,,,,Ricciaceae,,,Ricciocarpos,natans,purple-fringed Riccia,,,,,2016-06-05,Andrew Simon,iNat,new 2016,,,,,,,,
Sanionia uncinata symmetrica,242754,Sanionia uncinata var. symmetrica,0,accepted,(Hedw.) Loeske,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,Scorpidiaceae,,,Sanionia,uncinata,(Renauld & Cardot) H.A.Crum & L.E.Anderson,,,,,2020-06-01,Andrew Simon,iNat,new 2020,,,,,,,,
Scapania americana,168492,Scapania americana,0,accepted,K. Müller,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,americana,American earwort,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92060,2018-02-16,Andrew Simon,iNat,confirmed,,,,,,,,
Scapania bolanderi,123692,Scapania bolanderi,0,accepted,Austin,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,bolanderi,yellow-ladle earwort,1974-04-21,"Judith D. Godfrey, G.A. Godfrey & Wilfred B. Schofield",UBC,B92346,2017-03-10,Andrew Simon,iNat,confirmed,,,,,,,,
Scapania undulata,123973,Scapania undulata,0,accepted,(L.) Dumort.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Scapania,undulata,water earwort,1974-04-21,Judith D. Godfrey,UBC,B93951,2019-05-04,"Steve Joya, Olivia Lee & Andrew Simon",iNat,confirmed,,,,,,,,
Schistidium maritimum,168578,Schistidium maritimum,0,accepted,(Turner ex Robt. Scott) Bruch & Schimp,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,maritimum,seaside Grimmia,2015-01-01,Terry McIntosh,Bryophytes and Lichens from Galiano Island 2010–2015,,2015-03-21,Lauren Magner & Andrew Simon,iNat,confirmed,,,,,,,,
Schistidium pulchrum,168582,Schistidium pulchrum,0,accepted,H.H. Blom,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,,Grimmiaceae,,,Schistidium,pulchrum,showy bloom moss,2012-06-09,Terry McIntosh,UBC,B229138,,,iNat,reported,,,,,,,,
Schistochilopsis incisa,786089,Schistochilopsis incisa,0,accepted,(Schrad.) Konstant.,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,,Scapaniaceae,,,Schistochilopsis,incisa,liverwort,1962-06-04,Wilfred B. Schofield & F. M. Boas,UBC,B79935,2022-04-30,Jack Bindernagel,iNat,confirmed,,,,,,,,
